respondent_id,respondent_type,business_name,state,occupation_or_business_type,household_size,num_employees,monthly_household_income,monthly_business_revenue,energy_source,grid_hours_per_day,power_outage_hours,fuel_spend,daily_energy_spend,satisfaction,challenge,appliances,peak_energy_requirement_W,shortfall_frequency,willingness_to_pay,max_extra_hourly_fee,payment_method,payment_cycle,insufficient_action,microgrid_appeal,microgrid_factors,rental_concerns,recommend_likelihood,improvements,focus_group_interest,other_comments,photo,gps_latitude,gps_longitude,gps_altitude,gps_accuracy
ID-274,MSME,Metro Stores,"Abuja FCT, Nigeria",Mobile Trader,,More than 20,,"₦250,000–₦500,000",None,11–18,More than 6 hours,"₦3,000–₦5,000","₦1,000–₦3,000",Dissatisfied,High daily cost compared to current method,"Fan, Fridge",200 W,Every day,"₦7,000",₦300,POS/Mobile App,Weekly,Top up with generator/fuel,Not appealing,Reliable service (24/7 availability),"Insufficient capacity to power all devices, Maintenance/damage responsibility, Difficulty/delay in exchanging batteries",Would not recommend,Lower cost,Yes,-,photo_274.jpg,9.245047869,7.571856688,507.5262264,14.32603945
ID-275,Workshop,Metro Ventures,"Abuja FCT, Nigeria",Workshop,,20-Nov,,"₦500,000–₦1,000,000",Mixed sources,11–18,Daily outages,"More than ₦5,000","₦1,000–₦3,000",Very satisfied,Unreliable availability of charged units,"Lights, Fan, Mobile phone charger, TV",500 W,4–6 times per week,"₦4,000",₦500,Cash,Pay-as-you-use,Top up with generator/fuel,Appealing,"Ability to charge/discharge flexibly, Reliable service (24/7 availability), Lower rental cost due to shared surplus",Difficulty/delay in exchanging batteries,Probably would recommend,Better monitoring,No,I don’t know,photo_275.jpg,9.448420423,7.441521163,512.9936124,13.51863706
ID-276,MSME,Unity Collections,"Abuja FCT, Nigeria",Workshop,,More than 20,,"₦250,000–₦500,000",Solar,11–18,Daily outages,"₦1,000–₦3,000","More than ₦5,000",Very dissatisfied,High daily cost compared to current method,"Fridge, Fan, Machinery, TV, POS terminal",2000 W,1–3 times per week,"₦6,000",₦300,POS/Mobile App,Monthly,Switch back to current method,Moderately appealing,Ability to charge/discharge flexibly,"Unreliable availability of charged units, Insufficient capacity to power all devices, Difficulty/delay in exchanging batteries",Probably would recommend,More flexibility,Yes,-,photo_276.jpg,9.512626997,7.58567585,500.3693081,19.21148443
ID-277,Household (non-business),,"Abuja FCT, Nigeria",Restaurant/Catering,7,,"₦100,000–₦200,000",,National Grid,0–4,More than 6 hours,"More than ₦5,000","₦3,000–₦5,000",Very satisfied,Insufficient capacity to power all devices,"TV, Lights, Fan",1000 W,Rarely,"₦7,000",₦500,Bank transfer,Pay-as-you-use,Switch back to current method,Slightly appealing,Reliable service (24/7 availability),"Unreliable availability of charged units, Difficulty/delay in exchanging batteries",Would not recommend,Faster exchange,No,I don’t know,photo_277.jpg,9.514276682,7.214517179,523.629326,10.91626548
ID-278,Shop,Bright Mart,"Abuja FCT, Nigeria",Mobile Trader,,5-Feb,,"₦500,000–₦1,000,000",None,5–10,Daily outages,"₦3,000–₦5,000","₦3,000–₦5,000",Very dissatisfied,High daily cost compared to current method,"TV, Machinery, Fridge, Fan, POS terminal",200 W,1–3 times per week,"₦6,000",₦300,Bank transfer,Monthly,Rent an additional battery,Slightly appealing,Ability to charge/discharge flexibly,"Difficulty/delay in exchanging batteries, Maintenance/damage responsibility, Insufficient capacity to power all devices",Probably would recommend,None,Yes,I don’t know,photo_278.jpg,9.194048721,7.222683413,524.9749602,10.93756944
ID-279,Workshop,Metro Foods,"Abuja FCT, Nigeria",Workshop,,More than 20,,"Above ₦1,000,000",None,5–10,More than 6 hours,"More than ₦5,000","₦3,000–₦5,000",Very satisfied,Unreliable availability of charged units,"Mobile phone charger, Machinery, Lights, TV",200 W,4–6 times per week,"₦6,000",₦500,POS/Mobile App,Pay-as-you-use,Rent an additional battery,Slightly appealing,Reliable service (24/7 availability),"Maintenance/damage responsibility, Difficulty/delay in exchanging batteries",Probably would recommend,Lower cost,No,I don’t know,photo_279.jpg,9.53410824,7.414563015,533.8051358,19.96121848
ID-280,Household (non-business),,"Abuja FCT, Nigeria",Office/Consulting,2,,"₦20,000–₦50,000",,None,5–10,Daily outages,"More than ₦5,000","₦1,000–₦3,000",Very dissatisfied,Insufficient capacity to power all devices,"Mobile phone charger, Lights, POS terminal",1000 W,4–6 times per week,"₦7,000",₦300,Bank transfer,Weekly,Switch back to current method,Slightly appealing,"Lower rental cost due to shared surplus, Reliable service (24/7 availability)",High daily cost compared to current method,Probably would recommend,Lower cost,No,I don’t know,photo_280.jpg,9.592068499,7.364592073,502.6819971,18.4018229
ID-281,Household (non-business),,"Abuja FCT, Nigeria",Retail Shop,6,,"₦50,000–₦100,000",,Mixed sources,11–18,Daily outages,"₦1,000–₦3,000","More than ₦5,000",Dissatisfied,Insufficient capacity to power all devices,"Lights, Fridge, Machinery",500 W,1–3 times per week,"₦7,000",₦300,Cash,Pay-as-you-use,Rent an additional battery,Not appealing,"Reliable service (24/7 availability), Ability to charge/discharge flexibly","High daily cost compared to current method, Unreliable availability of charged units, Maintenance/damage responsibility",Probably would recommend,Better monitoring,Yes,Beyond,photo_281.jpg,9.594624274,7.255655295,537.7870519,17.21203471
ID-282,MSME,Unity Foods,"Abuja FCT, Nigeria",Retail Shop,,More than 20,,"Above ₦1,000,000",None,5–10,2–4 hours,"₦1,000–₦3,000","₦3,000–₦5,000",Dissatisfied,Insufficient capacity to power all devices,"Mobile phone charger, TV",100 W,Rarely,"₦3,000",₦1000,Cash,Pay-as-you-use,Switch back to current method,Appealing,"Ability to charge/discharge flexibly, Reliable service (24/7 availability), Lower rental cost due to shared surplus","Difficulty/delay in exchanging batteries, Maintenance/damage responsibility",Definitely would recommend,Lower cost,No,-,photo_282.jpg,9.553955668,7.627368764,526.657595,10.66551905
ID-283,Household (non-business),,"Abuja FCT, Nigeria",Restaurant/Catering,8,,"₦100,000–₦200,000",,Solar,5–10,Daily outages,"₦1,000–₦3,000","₦1,000–₦3,000",Dissatisfied,Noise or pollution (if using generator),"Lights, POS terminal, Machinery, Fan",200 W,1–3 times per week,"₦6,000",₦1000,POS/Mobile App,Monthly,Rent an additional battery,Slightly appealing,"Lower rental cost due to shared surplus, Ability to charge/discharge flexibly",Insufficient capacity to power all devices,Definitely would recommend,Lower cost,No,-,photo_283.jpg,9.386450813,7.728648584,534.399093,10.29294135
ID-284,Shop,Prime Solutions,"Abuja FCT, Nigeria",Mobile Trader,,More than 20,,"₦500,000–₦1,000,000",Fossil generator,5–10,2–4 hours,"More than ₦5,000","₦3,000–₦5,000",Dissatisfied,High daily cost compared to current method,"Lights, POS terminal, Machinery, Fridge",100 W,1–3 times per week,"₦7,000",₦500,Cash,Daily,Top up with generator/fuel,Slightly appealing,"Ability to charge/discharge flexibly, Lower rental cost due to shared surplus, Reliable service (24/7 availability)",Difficulty/delay in exchanging batteries,Probably would recommend,Lower cost,No,-,photo_284.jpg,9.402209449,7.613530567,519.2763293,18.30047369
ID-285,MSME,Unity Collections,"Abuja FCT, Nigeria",Office/Consulting,,10-Jun,,"₦50,000–₦250,000",Mixed sources,11–18,2–4 hours,"More than ₦5,000","More than ₦5,000",Dissatisfied,High daily cost compared to current method,"Lights, Fan, POS terminal",500 W,4–6 times per week,"₦7,000",₦500,POS/Mobile App,Weekly,Switch back to current method,Not appealing,"Reliable service (24/7 availability), Lower rental cost due to shared surplus","High daily cost compared to current method, Unreliable availability of charged units, Maintenance/damage responsibility",Definitely would recommend,Faster exchange,Yes,-,photo_285.jpg,9.183393529,7.296542086,501.6952803,13.49796438
ID-286,Workshop,Unity Tech,"Abuja FCT, Nigeria",Repair/Services,,10-Jun,,"₦250,000–₦500,000",Solar,5–10,Daily outages,"₦3,000–₦5,000","₦3,000–₦5,000",Dissatisfied,Insufficient capacity to power all devices,"Fridge, TV, Lights",500 W,Every day,"₦5,000",₦300,POS/Mobile App,Weekly,Switch back to current method,Not appealing,"Ability to charge/discharge flexibly, Lower rental cost due to shared surplus",Maintenance/damage responsibility,Would not recommend,Better monitoring,Yes,I don’t know,photo_286.jpg,9.086528049,7.390442555,506.7368561,17.60996917
ID-287,MSME,Royal Solutions,"Abuja FCT, Nigeria",Office/Consulting,,Just me (sole proprietor),,"Above ₦1,000,000",National Grid,5–10,More than 6 hours,"₦3,000–₦5,000","₦1,000–₦3,000",Very dissatisfied,Noise or pollution (if using generator),"Fan, TV, Fridge",1000 W,Rarely,"₦3,000",₦500,POS/Mobile App,Weekly,Rent an additional battery,Appealing,Ability to charge/discharge flexibly,Difficulty/delay in exchanging batteries,Definitely would recommend,Faster exchange,Yes,I don’t know,photo_287.jpg,9.277408421,7.500628039,506.5022483,10.47635552
ID-288,Household (non-business),,"Abuja FCT, Nigeria",Retail Shop,4,,"₦20,000–₦50,000",,None,5–10,More than 6 hours,"₦3,000–₦5,000","₦1,000–₦3,000",Satisfied,Insufficient capacity to power all devices,"Machinery, POS terminal, TV",300 W,Rarely,"₦7,000",₦300,Cash,Pay-as-you-use,Switch back to current method,Not appealing,"Ability to charge/discharge flexibly, Lower rental cost due to shared surplus, Reliable service (24/7 availability)","High daily cost compared to current method, Maintenance/damage responsibility",Would not recommend,Lower cost,No,-,photo_288.jpg,9.335367229,7.477714243,522.1159839,15.446934
ID-289,MSME,Green Collections,"Abuja FCT, Nigeria",Repair/Services,,More than 20,,"Above ₦1,000,000",None,5–10,More than 6 hours,"₦1,000–₦3,000","₦1,000–₦3,000",Dissatisfied,High daily cost compared to current method,"Mobile phone charger, Fan, TV, Machinery",500 W,4–6 times per week,"₦7,000",₦300,Bank transfer,Pay-as-you-use,Switch back to current method,Moderately appealing,"Lower rental cost due to shared surplus, Ability to charge/discharge flexibly, Reliable service (24/7 availability)",Insufficient capacity to power all devices,Probably would recommend,Faster exchange,Yes,I don’t know,photo_289.jpg,9.29088328,7.559821118,542.9179776,10.29540362
ID-290,Workshop,Prime Ventures,"Abuja FCT, Nigeria",Retail Shop,,20-Nov,,"₦250,000–₦500,000",Fossil generator,11–18,Daily outages,"₦3,000–₦5,000","₦1,000–₦3,000",Satisfied,Unreliable availability of charged units,"Mobile phone charger, TV, Fridge, Fan",2000 W,Every day,"₦5,000",₦300,Cash,Daily,Rent an additional battery,Moderately appealing,"Lower rental cost due to shared surplus, Reliable service (24/7 availability)","Difficulty/delay in exchanging batteries, Unreliable availability of charged units, Maintenance/damage responsibility",Probably would recommend,Better monitoring,Yes,None,photo_290.jpg,9.057369616,7.711103491,526.7039927,18.71994137
ID-291,Workshop,Bright Ventures,"Abuja FCT, Nigeria",Repair/Services,,5-Feb,,"Above ₦1,000,000",National Grid,11–18,Daily outages,"₦3,000–₦5,000","₦1,000–₦3,000",Very dissatisfied,Insufficient capacity to power all devices,"Mobile phone charger, Lights, Fridge, POS terminal",500 W,4–6 times per week,"₦6,000",₦500,Cash,Monthly,Switch back to current method,Not appealing,"Ability to charge/discharge flexibly, Lower rental cost due to shared surplus","Insufficient capacity to power all devices, High daily cost compared to current method, Difficulty/delay in exchanging batteries",Would not recommend,Lower cost,No,-,photo_291.jpg,9.284481863,7.299970251,512.0469759,13.25531827
ID-292,Household (non-business),,"Abuja FCT, Nigeria",Restaurant/Catering,7,,"₦20,000–₦50,000",,Solar,5–10,2–4 hours,"₦3,000–₦5,000","More than ₦5,000",Very satisfied,High daily cost compared to current method,"Fan, POS terminal, Machinery, Mobile phone charger, Fridge",100 W,1–3 times per week,"₦3,000",₦1000,Cash,Pay-as-you-use,Top up with generator/fuel,Moderately appealing,Ability to charge/discharge flexibly,"Difficulty/delay in exchanging batteries, Maintenance/damage responsibility",Probably would recommend,None,No,None,photo_292.jpg,9.559168812,7.683084424,504.8602609,13.95401784
ID-293,Shop,Metro Collections,"Abuja FCT, Nigeria",Repair/Services,,5-Feb,,"₦250,000–₦500,000",National Grid,0–4,2–4 hours,"More than ₦5,000","₦3,000–₦5,000",Very dissatisfied,Noise or pollution (if using generator),"Lights, Machinery, Fridge, TV, POS terminal",1000 W,1–3 times per week,"₦4,000",₦300,POS/Mobile App,Daily,Switch back to current method,Slightly appealing,Reliable service (24/7 availability),High daily cost compared to current method,Probably would recommend,More flexibility,Yes,-,photo_293.jpg,9.376832874,7.590054486,525.1352506,13.42974876
ID-294,Shop,Unity Mart,"Abuja FCT, Nigeria",Repair/Services,,5-Feb,,"₦500,000–₦1,000,000",Mixed sources,11–18,2–4 hours,"₦3,000–₦5,000","₦1,000–₦3,000",Satisfied,High daily cost compared to current method,"POS terminal, Fridge",100 W,1–3 times per week,"₦3,000",₦500,Cash,Pay-as-you-use,Switch back to current method,Slightly appealing,"Lower rental cost due to shared surplus, Ability to charge/discharge flexibly, Reliable service (24/7 availability)","High daily cost compared to current method, Maintenance/damage responsibility, Insufficient capacity to power all devices",Probably would recommend,Faster exchange,Yes,-,photo_294.jpg,9.535581026,7.432303708,521.528527,14.48564847
ID-295,Shop,Royal Solutions,"Abuja FCT, Nigeria",Repair/Services,,10-Jun,,"₦500,000–₦1,000,000",Solar,11–18,2–4 hours,"More than ₦5,000","More than ₦5,000",Satisfied,Noise or pollution (if using generator),"Fridge, POS terminal, Mobile phone charger, Machinery",2000 W,4–6 times per week,"₦4,000",₦300,Cash,Monthly,Switch back to current method,Moderately appealing,Lower rental cost due to shared surplus,Maintenance/damage responsibility,Probably would recommend,Lower cost,No,I don’t know,photo_295.jpg,9.257133053,7.648653986,501.6091809,15.83330827
ID-296,Shop,Green Stores,"Abuja FCT, Nigeria",Retail Shop,,20-Nov,,"₦500,000–₦1,000,000",Solar,11–18,2–4 hours,"More than ₦5,000","More than ₦5,000",Satisfied,Insufficient capacity to power all devices,"Fridge, TV, Fan, Machinery",2000 W,Every day,"₦7,000",₦500,Cash,Daily,Top up with generator/fuel,Slightly appealing,"Reliable service (24/7 availability), Ability to charge/discharge flexibly, Lower rental cost due to shared surplus",High daily cost compared to current method,Would not recommend,Faster exchange,Yes,-,photo_296.jpg,9.096763302,7.594087527,532.8929234,17.97128245
ID-297,Workshop,Golden Stores,"Abuja FCT, Nigeria",Retail Shop,,More than 20,,"₦500,000–₦1,000,000",None,0–4,Daily outages,"More than ₦5,000","More than ₦5,000",Very dissatisfied,Noise or pollution (if using generator),"POS terminal, Fridge, Mobile phone charger, Machinery",500 W,Rarely,"₦7,000",₦300,Cash,Pay-as-you-use,Switch back to current method,Slightly appealing,"Reliable service (24/7 availability), Lower rental cost due to shared surplus, Ability to charge/discharge flexibly","Unreliable availability of charged units, High daily cost compared to current method",Definitely would recommend,More flexibility,No,I don’t know,photo_297.jpg,9.390545575,7.653548212,529.8772103,19.71409523
